0,1,1.3
1,1,1.29
2,1,1.28
3,0,1.27
4,1,1.27
5,10,1.26
6,4,1.2
7,1,1.16
8,1,1.15
9,0,1.14
10,3,1.14
11,1,1.11
12,0,1.1
13,3,1.1
14,0,1.07
15,0,1.07
16,2,1.08
17,1,1.06
18,0,1.05
19,1,1.05
20,0,1.04
21,0,1.04
22,0,1.04
23,1,1.08
24,0,1.08
25,0,1.08
26,1,1.09
27,0,1.12
28,0,1.13
29,0,1.24
30,4,1.24
31,0,1.2
32,5,1.2
33,0,1.15
34,0,1.17
35,0,1.17
36,0,1.17
37,1,1.19
38,0,1.18
39,0,1.19
40,0,1.2
41,1,1.2
42,0,1.19
43,0,1.19
44,0,1.31
45,0,1.32
46,7,1.32
47,0,1.25
48,0,1.28
49,1,1.28
50,0,1.27
51,0,1.27
52,0,1.35
53,1,1.35
54,0,1.34
55,0,1.34
56,1,1.35
57,0,1.34
58,4,1.34
59,0,1.35
60,0,1.35
61,5,1.35
62,0,1.3
63,4,1.34
64,0,1.3
65,0,1.3
66,0,1.31
67,0,1.31
68,0,1.31
69,1,1.31
70,2,1.31
71,1,1.3
72,0,1.29
73,0,1.29
74,0,1.3
75,1,1.3
76,0,1.29
77,0,1.3
78,3,1.31
79,9,1.28
80,0,1.51
81,0,1.52
82,4,1.53
83,0,1.5
84,0,1.5
85,0,1.51
86,2,1.52
87,0,1.51
88,10,1.52
89,0,1.43
90,1,1.43
91,6,1.43
92,8,1.38
93,8,1.31
94,0,1.23
95,2,1.25
96,0,1.24
97,5,1.25
98,0,1.21
99,0,1.21
100,0,1.22
101,0,1.22
102,0,1.23
103,0,1.24
104,0,1.24
105,4,1.25
106,0,1.22
107,0,1.22
108,0,1.23
109,0,1.23
110,0,1.23
111,0,1.24
112,0,1.24
113,0,1.31
114,0,1.33
115,1,1.33
116,0,1.34
117,0,1.34
118,0,1.34
119,0,1.36
120,0,1.36
121,0,1.36
122,4,1.36
123,1,1.33
124,0,1.32
125,1,1.33
126,4,1.33
127,1,1.29
128,11,1.28
129,0,1.17
130,0,1.17
131,0,1.17
132,0,1.17
133,2,1.21
134,0,1.19
135,0,1.2
136,2,1.21
137,0,1.24
138,1,1.25
139,1,1.24
140,0,1.26
141,0,1.26
142,0,1.26
143,12,1.26
144,1,1.18
145,0,1.17
146,0,1.2
147,3,1.22
148,0,1.19
149,0,1.19
150,0,1.21
151,8,1.21
152,0,1.13
153,0,1.15
154,0,1.17
155,1,1.19
156,0,1.21
157,0,1.22
158,5,1.24
159,0,1.21
160,0,1.22
161,0,1.24
162,4,1.25
163,0,1.21
164,0,1.23
165,1,1.25
166,0,1.24
167,0,1.26
168,0,1.3
169,1,1.32
170,1,1.32
171,0,1.33
172,0,1.34
173,1,1.34
174,0,1.35
175,0,1.36
176,1,1.39
177,1,1.47
178,0,1.53
179,32,1.55
180,1,1.25
181,1,1.27
182,1,1.26
183,0,1.27
184,1,1.33
185,1,1.32
186,1,1.33
187,1,1.34
188,1,1.35
189,0,1.34
190,1,1.43
191,1,1.42
192,1,1.41
193,0,1.45
194,2,1.46
195,1,1.46
196,1,1.46
197,1,1.48
198,0,1.51
199,1,1.53
200,0,1.52
201,1,1.56
202,1,1.58
203,0,1.57
204,1,1.57
205,1,1.58
206,0,1.57
207,1,1.57
208,0,1.56
209,0,1.57
210,1,1.57
211,0,1.56
212,7,1.56
213,2,1.49
214,0,1.47
215,2,1.5
216,0,1.48
217,0,1.5
218,2,1.5
219,0,1.51
220,0,1.54
221,0,1.56
222,1,1.57
223,0,1.56
224,1,1.6
225,1,1.59
226,0,1.58
227,0,1.58
228,0,1.61
229,0,1.63
230,0,1.63
231,0,1.66
232,4,1.68
233,0,1.7
234,1,1.73
235,1,1.74
236,5,1.74
237,1,1.72
238,0,1.71
239,3,1.71
240,0,1.7
241,0,1.7
242,0,1.81
243,4,1.81
244,0,1.78
245,3,1.78
246,2,1.76
247,0,1.85
248,0,1.85
249,2,1.86
250,0,1.94
251,0,2.03
252,2,2.04
253,2,2.02
254,2,2.04
255,3,2.11
256,1,2.1
257,2,2.1
258,2,2.08
259,1,2.06
260,2,2.11
261,1,2.09
262,0,2.08
263,2,2.09
264,2,2.13
265,0,2.11
266,2,2.11
267,4,2.12
268,2,2.08
269,1,2.06
270,2,2.05
271,1,2.05
272,0,2.04
273,2,2.07
274,1,2.05
275,3,2.04
276,9,2.04
277,7,1.95
278,2,1.89
279,2,1.87
280,3,1.86
281,0,1.83
282,2,1.83
283,6,1.81
284,0,1.76
285,2,1.76
286,2,1.76
287,2,1.77
288,0,1.75
289,9,1.75
290,0,1.66
291,0,1.67
292,5,1.69
293,1,1.64
294,2,1.66
295,1,1.69
296,3,1.68
297,4,1.65
298,2,1.63
299,0,1.61
300,4,1.61
301,3,1.57
302,0,1.54
303,0,1.55
304,2,1.59
305,0,1.57
306,0,1.57
307,0,1.57
308,1,1.57
309,0,1.59
310,0,1.6
311,0,1.6
312,0,1.61
313,0,1.62
314,3,1.62
315,0,1.59
316,2,1.64
317,0,1.62
318,3,1.62
319,3,1.67
320,2,1.64
321,1,1.68
322,0,1.67
323,4,1.71
324,0,1.7
325,0,1.7
326,0,1.7
327,3,1.7
328,2,1.68
329,0,1.67
330,3,1.73
331,2,1.71
332,6,1.69
333,3,1.65
334,2,1.62
335,1,1.6
336,3,1.63
337,0,1.6
338,0,1.66
339,2,1.66
340,0,1.64
341,11,1.65
342,0,1.54
343,1,1.59
344,0,1.58
345,1,1.61
346,11,1.61
347,0,1.51
348,1,1.52
349,10,1.55
350,9,1.45
351,1,1.36
352,0,1.51
353,4,1.51
354,9,1.59
355,2,1.5
356,1,1.48
357,0,1.48
358,0,1.52
359,6,1.52
360,0,1.46
361,0,1.49
362,1,1.49
363,6,1.48
364,0,1.56
365,0,1.56
366,3,1.56
367,0,1.53
368,0,1.58
369,0,1.59
370,2,1.59
371,0,1.58
372,3,1.58
373,0,1.56
374,0,1.56
375,3,1.56
376,0,1.57
377,1,1.61
378,0,1.6
379,1,1.6
380,0,1.61
381,0,1.66
382,0,1.68
383,1,1.69
384,0,1.69
385,2,1.69
386,3,1.68
387,0,1.68
388,0,1.7
389,0,1.73
390,1,1.73
391,2,1.73
392,0,1.8
393,3,1.85
394,5,1.83
395,0,1.83
396,0,1.99
397,2,1.99
398,0,1.98
399,0,1.98
400,0,2.03
401,0,2.03
402,1,2.04
403,4,2.03
404,0,1.99
405,0,1.99
406,0,1.99
407,0,2
408,3,2
409,1,1.97
410,0,1.96
411,1,1.97
412,1,2.02
413,0,2.01
414,0,2.06
415,5,2.06
416,0,2.02
417,0,2.02
418,8,2.03
419,0,1.98
420,6,1.98
421,0,1.92
422,4,1.92
423,3,1.9
424,0,1.99
425,0,1.99
426,0,2.04
427,1,2.06
428,1,2.05
429,6,2.04
430,1,2.02
431,0,2.15
432,2,2.15
433,0,2.15
434,0,2.15
435,4,2.15
436,0,2.11
437,6,2.11
438,0,2.06
439,0,2.06
440,1,2.06
441,0,2.05
442,5,2.07
443,0,2.02
444,3,2.18
445,1,2.2
446,1,2.21
447,1,2.2
448,4,2.25
449,0,2.21
450,0,2.21
451,16,2.21
452,0,2.05
453,12,2.05
454,0,1.93
455,0,1.93
456,1,1.93
457,4,1.92
458,0,1.88
459,0,1.88
460,3,1.88
461,0,1.91
462,0,1.93
463,14,1.93
464,0,1.79
465,0,1.79
466,0,1.79
467,5,1.99
468,1,1.94
469,0,1.93
470,1,1.93
471,0,1.97
472,1,2
473,0,1.99
474,0,1.99
475,4,1.99
476,4,1.95
477,0,1.94
478,0,2
479,2,2.02
480,5,2.03
481,2,2.02
482,1,2
483,1,2
484,0,1.99
485,1,1.99
486,3,1.98
487,2,2.01
488,3,1.99
489,0,1.96
490,1,1.96
491,9,2.01
492,5,1.92
493,1,1.89
494,5,1.88
495,16,1.83
496,0,1.67
497,1,1.67
498,0,1.66
499,5,1.66
500,0,1.61
501,1,1.61
502,0,1.6
503,0,1.6
504,0,1.6
505,0,1.61
506,1,1.61
507,0,1.61
508,0,1.61
509,0,1.61
510,1,1.61
511,6,1.61
512,0,1.55
513,5,1.55
514,0,1.5
515,1,1.5
516,0,1.49
517,1,1.49
518,3,1.54
519,0,1.53
520,0,1.53
521,0,1.53
522,2,1.54
523,12,1.52
524,0,1.4
525,5,1.4
526,2,1.35
527,0,1.34
528,0,1.34
529,4,1.34
530,14,1.34
531,0,1.21
532,2,1.21
533,0,1.19
534,0,1.19
535,0,1.19
536,0,1.2
537,1,1.21
538,0,1.21
539,0,1.21
540,0,1.22
541,2,1.23
542,0,1.21
543,16,1.21
544,5,1.05
545,2,1
546,0,1
547,6,1
548,0,0.95
549,0,0.95
550,0,0.95
551,0,0.98
552,0,0.98
553,0,0.99
554,0,0.99
555,0,1.01
556,0,1.02
557,0,1.02
558,0,1.02
559,0,1.03
560,6,1.06
561,2,1
562,0,0.98
563,0,0.98
564,0,0.98
565,0,0.98
566,20,0.99
567,0,0.8
568,0,0.82
569,0,0.82
570,5,0.91
571,3,0.86
572,0,0.87
573,0,0.89
574,0,0.89
575,0,0.99
576,3,1
577,6,0.99
578,2,0.93
579,3,0.91
580,4,0.9
581,0,0.87
582,1,0.87
583,0,0.88
584,0,0.95
585,0,0.95
586,6,0.96
587,0,0.92
588,0,0.92
589,0,0.92
590,6,0.92
591,0,0.86
592,2,0.87
593,0,0.86
594,0,0.88
595,0,0.88
596,0,0.88
597,0,0.89
598,0,0.9
599,0,0.9
600,0,0.94
601,0,0.94
602,0,0.95
603,0,0.95
604,1,0.95
605,0,0.95
606,1,0.96
607,0,0.96
608,0,0.97
609,0,0.98
610,1,0.98
611,0,0.99
612,0,1
613,0,1.01
614,0,1.02
615,0,1.1
616,0,1.1
617,6,1.12
618,2,1.07
619,0,1.06
620,0,1.07
621,1,1.09
622,0,1.1
623,0,1.12
624,0,1.13
625,0,1.13
626,1,1.14
627,0,1.13
628,0,1.14
629,4,1.16
630,1,1.12
631,0,1.13
632,0,1.17
633,0,1.21
634,0,1.22
635,1,1.23
636,1,1.22
637,1,1.21
638,0,1.34
639,1,1.35
640,1,1.36
641,0,1.36
642,0,1.36
643,0,1.36
644,0,1.36
645,2,1.36
646,0,1.34
647,1,1.35
648,0,1.35
649,0,1.4
650,3,1.48
651,0,1.45
652,1,1.45
653,0,1.44
654,2,1.44
655,1,1.42
656,0,1.41
657,0,1.41
658,1,1.41
659,3,1.4
660,0,1.37
661,0,1.37
662,0,1.37
663,0,1.37
664,0,1.37
665,1,1.44
666,1,1.43
667,2,1.42
668,0,1.41
669,9,1.45
670,0,1.36
671,4,1.36
672,2,1.34
673,0,1.32
674,10,1.37
675,1,1.29
676,2,1.28
677,0,1.26
678,0,1.27
679,2,1.27
680,1,1.25
681,0,1.24
682,2,1.25
683,7,1.23
684,0,1.16
685,1,1.18
686,2,1.17
687,0,1.17
688,0,1.17
689,0,1.17
690,0,1.26
691,1,1.3
692,1,1.32
693,2,1.31
694,0,1.29
695,0,1.31
696,1,1.31
697,1,1.32
698,0,1.35
699,4,1.35
700,0,1.31
701,1,1.31
702,0,1.3
703,0,1.32
704,1,1.32
705,1,1.33
706,1,1.32
707,1,1.34
708,1,1.35
709,0,1.34
710,2,1.37
711,1,1.35
712,1,1.47
713,1,1.48
714,8,1.48
715,0,1.4
716,2,1.41
717,1,1.41
718,1,1.4
719,1,1.4
720,2,1.39
721,2,1.42
722,2,1.4
723,1,1.39
724,0,1.38
725,1,1.38
726,0,1.37
727,1,1.37
728,2,1.37
729,0,1.36
730,2,1.36
731,4,1.34
732,4,1.37
733,1,1.33
734,1,1.32
735,0,1.33
736,0,1.33
737,14,1.33
738,1,1.24
739,2,1.24
740,1,1.23
741,0,1.22
742,0,1.22
743,0,1.26
744,0,1.27
745,0,1.3
746,1,1.3
747,1,1.29
748,5,1.29
749,8,1.25
750,0,1.18
751,0,1.18
752,0,1.19
753,0,1.2
754,0,1.21
755,0,1.21
756,0,1.21
757,0,1.21
758,0,1.21
759,0,1.21
760,0,1.22
761,0,1.23
762,0,1.23
763,0,1.3
764,7,1.34
765,0,1.3
766,0,1.31
767,1,1.39
768,4,1.39
769,0,1.35
770,0,1.35
771,2,1.36
772,0,1.34
773,5,1.36
774,2,1.34
775,0,1.4
776,0,1.4
777,1,1.44
778,0,1.43
779,0,1.43
780,0,1.43
781,1,1.47
782,0,1.5
783,0,1.51
784,2,1.53
785,0,1.51
786,2,1.51
787,0,1.49
788,0,1.49
789,9,1.5
790,4,1.41
791,3,1.37
792,0,1.34
793,0,1.34
794,2,1.34
795,0,1.32
796,2,1.36
797,4,1.35
798,0,1.31
799,0,1.31
800,0,1.32
801,0,1.32
802,2,1.32
803,0,1.31
804,2,1.35
805,0,1.36
806,3,1.36
807,2,1.34
808,0,1.32
809,3,1.34
810,0,1.34
811,13,1.34
812,2,1.21
813,1,1.21
814,0,1.2
815,1,1.22
816,2,1.26
817,0,1.26
818,1,1.32
819,0,1.34
820,5,1.34
821,0,1.29
822,1,1.31
823,0,1.32
824,0,1.33
825,0,1.34
826,0,1.34
827,1,1.35
828,1,1.34
829,0,1.37
830,0,1.38
831,7,1.4
832,0,1.34
833,0,1.38
